0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0.015625,0.0,0.171875,0.0,0.0,0.140625,0.0,0.0625,0.0,0.296875,0.03125,0.203125,0.015625,0.03125,0.015625,0.0,0.0,0.0,0.015625
0.015384615384615385,0.0,0.13846153846153847,0.015384615384615385,0.0,0.15384615384615385,0.0,0.09230769230769231,0.0,0.26153846153846155,0.046153846153846156,0.18461538461538463,0.03076923076923077,0.0,0.015384615384615385,0.046153846153846156,0.0,0.0,0.0
0.046153846153846156,0.0,0.1076923076923077,0.06153846153846154,0.015384615384615385,0.07692307692307693,0.03076923076923077,0.13846153846153847,0.0,0.27692307692307694,0.015384615384615385,0.06153846153846154,0.046153846153846156,0.06153846153846154,0.03076923076923077,0.015384615384615385,0.0,0.0,0.015384615384615385
0.0821917808219178,0.0,0.0821917808219178,0.0684931506849315,0.0,0.0273972602739726,0.0136986301369863,0.0273972602739726,0.0,0.1506849315068493,0.0273972602739726,0.0547945205479452,0.1095890410958904,0.136986301369863,0.0821917808219178,0.0821917808219178,0.0,0.0136986301369863,0.0410958904109589
0.09230769230769231,0.0,0.09230769230769231,0.07692307692307693,0.03076923076923077,0.0,0.03076923076923077,0.07692307692307693,0.0,0.06153846153846154,0.015384615384615385,0.015384615384615385,0.03076923076923077,0.2,0.06153846153846154,0.15384615384615385,0.0,0.015384615384615385,0.046153846153846156
0.21212121212121213,0.0,0.06060606060606061,0.015151515151515152,0.045454545454545456,0.0,0.0,0.015151515151515152,0.015151515151515152,0.07575757575757576,0.015151515151515152,0.0,0.030303030303030304,0.22727272727272727,0.10606060606060606,0.09090909090909091,0.0,0.030303030303030304,0.06060606060606061
0.24615384615384617,0.0,0.0,0.06153846153846154,0.015384615384615385,0.03076923076923077,0.015384615384615385,0.03076923076923077,0.046153846153846156,0.12307692307692308,0.0,0.0,0.06153846153846154,0.12307692307692308,0.015384615384615385,0.1076923076923077,0.015384615384615385,0.03076923076923077,0.07692307692307693
0.2,0.015384615384615385,0.015384615384615385,0.07692307692307693,0.03076923076923077,0.015384615384615385,0.0,0.03076923076923077,0.046153846153846156,0.03076923076923077,0.0,0.015384615384615385,0.06153846153846154,0.12307692307692308,0.015384615384615385,0.16923076923076924,0.03076923076923077,0.09230769230769231,0.03076923076923077
0.2153846153846154,0.0,0.03076923076923077,0.046153846153846156,0.046153846153846156,0.0,0.0,0.015384615384615385,0.1076923076923077,0.015384615384615385,0.015384615384615385,0.0,0.0,0.1076923076923077,0.0,0.16923076923076924,0.0,0.07692307692307693,0.15384615384615385
0.18461538461538463,0.0,0.03076923076923077,0.07692307692307693,0.06153846153846154,0.0,0.0,0.015384615384615385,0.07692307692307693,0.015384615384615385,0.0,0.0,0.09230769230769231,0.09230769230769231,0.0,0.16923076923076924,0.0,0.046153846153846156,0.13846153846153847
